SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap
1,Polkadot,DOT,8/21/2020 23:59,3.090092668,2.730918684,2.896923286,2.875028269,49313136.83,0
2,Polkadot,DOT,8/22/2020 23:59,4.510613389,2.816761853,2.878570043,4.484690143,485801095.8,0
3,Polkadot,DOT,8/23/2020 23:59,4.487058365,3.716271054,4.487058365,3.967065692,320749483.2,0
4,Polkadot,DOT,8/24/2020 23:59,4.78315824,3.812669519,3.987413492,4.602614152,407690170.9,0
5,Polkadot,DOT,8/25/2020 23:59,5.76077535,4.501222746,4.584953246,5.523393007,898847538.5,0
6,Polkadot,DOT,8/26/2020 23:59,6.554688261,5.136205295,5.541405856,6.081716469,1054351759,0
7,Polkadot,DOT,8/27/2020 23:59,6.789179914,5.313926273,6.075772238,5.628337353,1289248953,0
8,Polkadot,DOT,8/28/2020 23:59,6.333746061,5.540963001,5.639485572,6.159954758,727162235,0
9,Polkadot,DOT,8/29/2020 23:59,6.562905829,6.042308827,6.17592465,6.159143225,527290028.3,0
10,Polkadot,DOT,8/30/2020 23:59,6.21950642,5.749977526,6.153439932,5.869880809,485335136.2,0
11,Polkadot,DOT,8/31/2020 23:59,6.459376786,5.772966048,5.905917588,6.300020215,512604781.5,0
12,Polkadot,DOT,9/1/2020 23:59,6.838898391,6.172323948,6.298809905,6.288766575,601527408.6,0
13,Polkadot,DOT,9/2/2020 23:59,6.432652406,5.657441785,6.282686213,6.139465241,584155027.7,5234800947
14,Polkadot,DOT,9/3/2020 23:59,6.318079311,5.682590153,6.131179304,5.747867754,763663456.7,4900906249
15,Polkadot,DOT,9/4/2020 23:59,5.981394812,4.62672016,5.726610178,5.146037892,845787793.2,4387757398
16,Polkadot,DOT,9/5/2020 23:59,5.31178363,3.653467852,5.136033381,4.122312597,805800384.9,3514880375
17,Polkadot,DOT,9/6/2020 23:59,4.901649589,3.759745304,4.137031926,4.79946794,924160481.9,4092255324
18,Polkadot,DOT,9/7/2020 23:59,4.820003375,4.032633369,4.796047798,4.594668645,675375182.7,3917633675
19,Polkadot,DOT,9/8/2020 23:59,4.616440164,4.119595328,4.588958479,4.274324454,519440288.1,3644492936
20,Polkadot,DOT,9/9/2020 23:59,4.796723407,4.158872746,4.2828681,4.708938952,534097093.9,4015065991
21,Polkadot,DOT,9/10/2020 23:59,4.870140512,4.471294823,4.709849437,4.581584324,633577673.9,3906477359
22,Polkadot,DOT,9/11/2020 23:59,4.74811022,4.317129818,4.579847884,4.645566628,633472139.9,3961031724
23,Polkadot,DOT,9/12/2020 23:59,5.280156444,4.516018903,4.650602049,5.137036932,753745736.5,4380082751
24,Polkadot,DOT,9/13/2020 23:59,5.478801184,4.806825637,5.145041285,5.297950892,1099475714,4517285669
25,Polkadot,DOT,9/14/2020 23:59,5.602782162,5.126424576,5.296419926,5.348709305,1008259712,4560564714
26,Polkadot,DOT,9/15/2020 23:59,5.451916736,5.0957059,5.366625971,5.0957059,897864383.9,4344841941
27,Polkadot,DOT,9/16/2020 23:59,5.28132267,4.986211227,5.068962607,5.080322104,792360520.6,4331724983
28,Polkadot,DOT,9/17/2020 23:59,5.417671066,5.061746765,5.080322104,5.336301112,776350363,4549984896
29,Polkadot,DOT,9/18/2020 23:59,5.459139381,5.108553299,5.341709313,5.245763546,683398179.6,4472788249
30,Polkadot,DOT,9/19/2020 23:59,5.255690828,4.824983281,5.253237044,4.925410655,605268040.1,4199640091
31,Polkadot,DOT,9/20/2020 23:59,4.974466286,4.424917844,4.928915138,4.672449018,798507890.7,3983952932
32,Polkadot,DOT,9/21/2020 23:59,4.700902653,3.950476416,4.672449018,4.094597401,1096736657,3491249077
33,Polkadot,DOT,9/22/2020 23:59,4.208596191,3.918225095,4.085401814,4.174463045,673117343.7,3559346335
34,Polkadot,DOT,9/23/2020 23:59,4.31589082,3.97410084,4.16855388,4.03141516,557062766.2,3437376886
35,Polkadot,DOT,9/24/2020 23:59,4.39995006,3.99318391,4.02136775,4.38197305,437573445.7,3736279268
36,Polkadot,DOT,9/25/2020 23:59,4.52789841,4.26206226,4.37626455,4.42095446,425191119.3,3769516671
37,Polkadot,DOT,9/26/2020 23:59,4.46401668,4.2425426,4.42224712,4.34766168,329745176.1,3707023756
38,Polkadot,DOT,9/27/2020 23:59,4.36219225,4.16051801,4.34038273,4.31028125,316361927.4,3675151412
39,Polkadot,DOT,9/28/2020 23:59,4.58297971,4.27012712,4.30243663,4.39786057,543507456.5,3749825721
40,Polkadot,DOT,9/29/2020 23:59,4.60288724,4.35814665,4.42175762,4.50045212,508965929.3,3837300168
41,Polkadot,DOT,9/30/2020 23:59,4.5029078,4.25363888,4.5029078,4.34978056,378446619.7,3708830409
42,Polkadot,DOT,10/1/2020 23:59,4.58343031,4.25738199,4.35096756,4.34383142,445143707.9,3703757887
43,Polkadot,DOT,10/2/2020 23:59,4.35854472,3.93316154,4.34450396,4.12317927,554916297.4,3515619342
44,Polkadot,DOT,10/3/2020 23:59,4.13151263,4.03811866,4.12732162,4.07004647,361964763.2,3470315784
45,Polkadot,DOT,10/4/2020 23:59,4.19549358,4.02151674,4.06763299,4.17391126,286356968.6,3558875853
46,Polkadot,DOT,10/5/2020 23:59,4.23352845,4.12023205,4.18127259,4.17269979,332264663.8,3557842898
47,Polkadot,DOT,10/6/2020 23:59,4.18200208,3.64568094,4.16927135,3.75616173,662270710.9,3202682677
48,Polkadot,DOT,10/7/2020 23:59,3.87770316,3.62027134,3.75345569,3.85879757,629063455.8,3290194893
49,Polkadot,DOT,10/8/2020 23:59,4.16000962,3.66464088,3.85762533,4.10264234,614223110.6,3498108576
50,Polkadot,DOT,10/9/2020 23:59,4.3519417,4.02002285,4.1118526,4.26246761,491506581.9,3634383221
51,Polkadot,DOT,10/10/2020 23:59,4.47580068,4.23972928,4.26040695,4.25295528,492038159.2,3626272562
52,Polkadot,DOT,10/11/2020 23:59,4.33436964,4.17862061,4.25869866,4.26216216,388098955,3634122785
53,Polkadot,DOT,10/12/2020 23:59,4.43700326,4.20790264,4.25573928,4.31994798,489608532.2,3683393733
54,Polkadot,DOT,10/13/2020 23:59,4.34451373,4.15770655,4.31607875,4.24940015,420659947,3623241282
55,Polkadot,DOT,10/14/2020 23:59,4.35809785,4.09373446,4.25553051,4.19911439,520198619.3,3580365245
56,Polkadot,DOT,10/15/2020 23:59,4.19229289,4.03381124,4.19229289,4.09681088,450623089.5,3493136395
57,Polkadot,DOT,10/16/2020 23:59,4.1571084,3.83991198,4.10002446,3.90952943,443295515.2,3333451300
58,Polkadot,DOT,10/17/2020 23:59,3.97736805,3.8716104,3.91712827,3.96725217,206453737.7,3382668461
59,Polkadot,DOT,10/18/2020 23:59,4.12171798,3.96001225,3.96836011,4.1046509,204108300.4,3499821171
60,Polkadot,DOT,10/19/2020 23:59,4.11124377,3.9641658,4.11096489,3.99059237,249983725,3402569424
61,Polkadot,DOT,10/20/2020 23:59,4.13819549,3.87563877,3.98968963,3.91034337,502694692.8,3334145297
62,Polkadot,DOT,10/21/2020 23:59,4.24558051,3.90534078,3.90600385,4.14111972,458018406.6,3530916223
63,Polkadot,DOT,10/22/2020 23:59,4.33187496,4.1316499,4.14091473,4.26894964,367309225.3,3639910112
64,Polkadot,DOT,10/23/2020 23:59,4.47415712,4.20227598,4.27390904,4.2668497,461816708,3638119606
65,Polkadot,DOT,10/24/2020 23:59,4.4309251,4.24464275,4.26685298,4.35534397,310306551.7,3713574041
66,Polkadot,DOT,10/25/2020 23:59,4.44723966,4.26793836,4.35534397,4.33523061,339106539.3,3696424432
67,Polkadot,DOT,10/26/2020 23:59,4.73870836,4.30417111,4.33523115,4.72701624,722990809.8,4030479550
68,Polkadot,DOT,10/27/2020 23:59,4.92778012,4.66053578,4.72701627,4.68395195,820401908.7,3993760877
69,Polkadot,DOT,10/28/2020 23:59,4.77425197,4.26227648,4.68395355,4.36509669,649971738,3721889676
70,Polkadot,DOT,10/29/2020 23:59,4.40378108,3.87925149,4.36509803,4.05334477,686597328.9,3456075113
71,Polkadot,DOT,10/30/2020 23:59,4.1567611,3.93718717,4.05327784,4.08811312,586577443.3,3485720265
72,Polkadot,DOT,10/31/2020 23:59,4.27423096,4.07273564,4.0881861,4.18176751,318678917.4,3565574466
73,Polkadot,DOT,11/1/2020 23:59,4.22561493,4.12206332,4.18167307,4.22561493,302861123.8,3602960876
74,Polkadot,DOT,11/2/2020 23:59,4.26160818,3.98563069,4.22576921,4.0302315,503474044.4,3436367636
75,Polkadot,DOT,11/3/2020 23:59,4.06516097,3.88636969,4.03022899,4.02546848,413471120.9,3432306462
76,Polkadot,DOT,11/4/2020 23:59,4.14728105,3.89419012,4.02547346,4.09808333,836536271.6,3494221350
77,Polkadot,DOT,11/5/2020 23:59,4.29735366,4.02567638,4.09808406,4.23519485,375265287.2,3611129170
78,Polkadot,DOT,11/6/2020 23:59,4.63396518,4.20679887,4.2351967,4.57965191,463200955.9,3904829692
79,Polkadot,DOT,11/7/2020 23:59,4.8383977,4.10651432,4.57965191,4.24195952,724809168.2,3616897050
80,Polkadot,DOT,11/8/2020 23:59,4.42657414,4.14264442,4.24195952,4.37209313,393903989.8,3727855176
81,Polkadot,DOT,11/9/2020 23:59,4.45768447,4.25032719,4.37209282,4.34676728,396903279.9,3706261141
82,Polkadot,DOT,11/10/2020 23:59,4.49828402,4.30889239,4.34676604,4.41501638,379322634.3,3764453584
83,Polkadot,DOT,11/11/2020 23:59,4.62040428,4.41501786,4.41501786,4.4572018,404513889.8,3910436471
84,Polkadot,DOT,11/12/2020 23:59,4.47158639,4.32039652,4.45720124,4.39924024,367161906.9,3860331526
85,Polkadot,DOT,11/13/2020 23:59,4.5850208,4.3741268,4.39924057,4.5401198,342519103.5,3985281156
86,Polkadot,DOT,11/14/2020 23:59,4.55085661,4.37052654,4.5401198,4.4656222,331350626.9,3921402330
87,Polkadot,DOT,11/15/2020 23:59,4.4914761,4.30956438,4.4656222,4.37998835,325439057.7,3847021230
88,Polkadot,DOT,11/16/2020 23:59,4.58954238,4.34586358,4.37998837,4.48549978,445672647.8,3941257093
89,Polkadot,DOT,11/17/2020 23:59,4.91090672,4.56673089,4.60851823,4.84466572,675069949.4,4257774182
90,Polkadot,DOT,11/18/2020 23:59,4.92770963,4.52683822,4.84466781,4.67966267,671452167.7,4113722908
91,Polkadot,DOT,11/19/2020 23:59,4.84830787,4.54736358,4.6796579,4.7567662,551607999.5,4182706632
92,Polkadot,DOT,11/20/2020 23:59,5.45979635,4.75243484,4.75675938,5.23343571,1027776286,4602682307
93,Polkadot,DOT,11/21/2020 23:59,5.80604287,5.14174493,5.23343578,5.75192122,1022750932,5060561832
94,Polkadot,DOT,11/22/2020 23:59,5.83437499,5.22339427,5.75192122,5.48185289,1048639986,4825834134
95,Polkadot,DOT,11/23/2020 23:59,5.93907758,5.4224792,5.4818537,5.9069321,997956276.7,5201454893
96,Polkadot,DOT,11/24/2020 23:59,6.07569416,5.62448412,5.90790609,5.72944635,1113438978,5046372835
97,Polkadot,DOT,11/25/2020 23:59,5.81634992,5.18307308,5.72933505,5.30985986,1011116414,4677929616
98,Polkadot,DOT,11/26/2020 23:59,5.36575883,4.45948111,5.30862451,4.80457692,1433368625,4234022691
99,Polkadot,DOT,11/27/2020 23:59,5.06801663,4.52234416,4.80589982,4.78279012,864684858.3,4215509966
100,Polkadot,DOT,11/28/2020 23:59,4.94454565,4.67918324,4.78354787,4.90047564,415083876.4,4319975484
101,Polkadot,DOT,11/29/2020 23:59,5.20043548,4.81423285,4.90107881,5.19035218,451787953.6,4576446420
102,Polkadot,DOT,11/30/2020 23:59,5.43708402,5.14636224,5.19030706,5.37643011,649773393.1,4741608246
103,Polkadot,DOT,12/1/2020 23:59,5.53034605,5.01844081,5.37725445,5.09356673,777715514.4,4497421389
104,Polkadot,DOT,12/2/2020 23:59,5.53200217,5.03074704,5.09346735,5.46415704,607216780.3,4829741979
105,Polkadot,DOT,12/3/2020 23:59,5.56402352,5.33820734,5.46474445,5.41036865,354593131.1,4783391737
106,Polkadot,DOT,12/4/2020 23:59,5.43447429,4.97195277,5.41014687,5.03271351,422944392.1,4453957346
107,Polkadot,DOT,12/5/2020 23:59,5.19021887,4.89215978,5.02970369,5.18890299,408952852.1,4592436805
108,Polkadot,DOT,12/6/2020 23:59,5.20137924,5.00924389,5.18795949,5.135868,299285627.2,4547051376
109,Polkadot,DOT,12/7/2020 23:59,5.15435519,5.01877917,5.1349856,5.06032011,242900962.5,4483466813
110,Polkadot,DOT,12/8/2020 23:59,5.06721193,4.71273972,5.06063351,4.73334726,398505416.9,4194935616
111,Polkadot,DOT,12/9/2020 23:59,4.93630341,4.62830856,4.73314939,4.8618969,477599466.2,4309886799
112,Polkadot,DOT,12/10/2020 23:59,4.91251239,4.74941748,4.86369986,4.7975962,299121449.4,4253982261
113,Polkadot,DOT,12/11/2020 23:59,4.80492402,4.54607415,4.79805994,4.62105182,366039075.4,4098623898
114,Polkadot,DOT,12/12/2020 23:59,4.79778252,4.61532501,4.61978559,4.74045424,282782417,4205469340
115,Polkadot,DOT,12/13/2020 23:59,4.99499977,4.73516407,4.74072494,4.89121198,280953203.6,4339944731
116,Polkadot,DOT,12/14/2020 23:59,5.00222486,4.83501587,4.89150508,4.89808222,204385756.7,4348029101
117,Polkadot,DOT,12/15/2020 23:59,5.28255265,4.85438298,4.89790732,5.24960699,354033041.7,4672343779
118,Polkadot,DOT,12/16/2020 23:59,5.3618897,5.12476712,5.2488246,5.35931366,508481878.4,4771216326
119,Polkadot,DOT,12/17/2020 23:59,5.72620804,5.29248414,5.35930384,5.34396751,863948411.8,4758675487
120,Polkadot,DOT,12/18/2020 23:59,5.50385148,5.25878558,5.34419463,5.36764091,607402855.9,4785926664
121,Polkadot,DOT,12/19/2020 23:59,5.56725355,5.28772665,5.36705971,5.33894511,517648631.3,4761254337
122,Polkadot,DOT,12/20/2020 23:59,5.42929049,5.09057437,5.33888153,5.18847554,519415555.2,4628079243
123,Polkadot,DOT,12/21/2020 23:59,5.4122789,4.80644287,5.18823768,4.89054553,665375357.7,4365028373
124,Polkadot,DOT,12/22/2020 23:59,5.17323987,4.81480669,4.88816092,5.15482991,697260531.8,4603028363
125,Polkadot,DOT,12/23/2020 23:59,5.18418968,4.61913329,5.15447351,4.71061346,665441294.9,4207716404
126,Polkadot,DOT,12/24/2020 23:59,5.19615572,4.65531234,4.71197661,5.12882058,646511051.1,4582660904
127,Polkadot,DOT,12/25/2020 23:59,5.27200599,5.0434508,5.12784582,5.21421049,512565394.4,4659822224
128,Polkadot,DOT,12/26/2020 23:59,5.27387414,5.0939321,5.21489519,5.18218102,484934517.6,4632413801
129,Polkadot,DOT,12/27/2020 23:59,5.3944387,4.95218462,5.18195938,5.13619073,784179880.7,4592307413
130,Polkadot,DOT,12/28/2020 23:59,6.6447538,5.12208394,5.13639127,6.5888218,1746628677,5892566077
131,Polkadot,DOT,12/29/2020 23:59,7.60713593,6.19806569,6.58275357,7.51925703,2717983832,6727781087
132,Polkadot,DOT,12/30/2020 23:59,7.6514477,7.08811299,7.51916021,7.25430008,2059017629,6492175417
133,Polkadot,DOT,12/31/2020 23:59,9.43012996,7.16996048,7.2505681,9.29250771,2751292067,8318279231
134,Polkadot,DOT,1/1/2021 23:59,9.41658697,8.12019359,9.28818018,8.30681869,2791211123,7442884318
135,Polkadot,DOT,1/2/2021 23:59,9.76133483,7.94329035,8.30549192,9.20883657,3049232407,8254057307
136,Polkadot,DOT,1/3/2021 23:59,10.45749316,8.87336163,9.20964777,10.03328252,3032883074,8995148461
137,Polkadot,DOT,1/4/2021 23:59,10.50556452,8.77720999,10.06204809,9.46961118,2893262630,8492158903
138,Polkadot,DOT,1/5/2021 23:59,10.041344,9.08426331,9.4758016,9.70165565,2080742171,8704252438
139,Polkadot,DOT,1/6/2021 23:59,10.3715982,9.48974265,9.70711269,10.09606799,2382484175,9059681060
140,Polkadot,DOT,1/7/2021 23:59,10.62900489,9.49640177,10.09401413,9.64458538,2521342761,8658771900
141,Polkadot,DOT,1/8/2021 23:59,9.79544873,8.86168449,9.64512594,9.30713511,2350202788,8357620979
142,Polkadot,DOT,1/9/2021 23:59,9.82315065,9.05346608,9.30577328,9.77776543,1478813230,8783858938
143,Polkadot,DOT,1/10/2021 23:59,9.99455295,8.75295111,9.77731794,9.30504759,1603968712,8361125118
144,Polkadot,DOT,1/11/2021 23:59,9.3046542,7.22859045,9.3046542,8.27643995,3251043299,7438402688
145,Polkadot,DOT,1/12/2021 23:59,8.61610415,7.97365285,8.27225943,8.26414763,1918790089,7431056432
146,Polkadot,DOT,1/13/2021 23:59,11.2997456,7.98951889,8.26511159,10.95771005,2915711373,9857235821
147,Polkadot,DOT,1/14/2021 23:59,14.54970333,10.92501202,10.94787585,14.5390503,5405054869,13082749823
148,Polkadot,DOT,1/15/2021 23:59,14.85537724,11.85157894,14.52252001,13.21238089,6159630996,11892435980
149,Polkadot,DOT,1/16/2021 23:59,19.32206214,13.18575448,13.19804993,18.18042437,8917081506,16377017838
150,Polkadot,DOT,1/17/2021 23:59,18.15034209,16.40896057,18.15034209,16.98425436,6091648732,15306722570
151,Polkadot,DOT,1/18/2021 23:59,18.10170615,15.82463038,16.9970155,16.51292725,3888179752,14889926543
152,Polkadot,DOT,1/19/2021 23:59,17.46754468,16.0483279,16.52107766,16.46850969,3414422602,14857593596
153,Polkadot,DOT,1/20/2021 23:59,18.12574402,14.83346915,16.45249684,17.94893082,4624508717,16197751625
154,Polkadot,DOT,1/21/2021 23:59,18.06077054,15.05248231,17.97941492,15.94483794,4843725549,14394680976
155,Polkadot,DOT,1/22/2021 23:59,17.98386443,14.89192568,15.93100806,17.16144057,2991599976,15498857928
156,Polkadot,DOT,1/23/2021 23:59,18.75369846,16.87032158,17.15959053,18.59819899,2842317183,16800498070
157,Polkadot,DOT,1/24/2021 23:59,18.7245281,17.3805254,18.60063423,17.99964968,2800444854,16268654954
158,Polkadot,DOT,1/25/2021 23:59,19.05194556,17.11970836,17.99759425,17.25045506,3351498659,15598550884
159,Polkadot,DOT,1/26/2021 23:59,17.76909839,16.07543158,17.24464759,17.11776161,2588253411,15487077235
160,Polkadot,DOT,1/27/2021 23:59,17.11611272,15.08426589,17.11611272,15.50486144,2973163194,14031295907
161,Polkadot,DOT,1/28/2021 23:59,17.46306249,15.35657055,15.49823697,16.9449327,2960951225,15338599024
162,Polkadot,DOT,1/29/2021 23:59,17.64278951,16.03200117,17.10266916,16.8416124,3657663583,15249211491
